scheme,mukim,district,lat,lon,geo_level,matched
SERI RIANA,MUKIM SETAPAK,Kuala Lumpur,3.1952156,101.7397196,scheme,"Seri Riana Residence, Wangsa Maju, Kuala Lumpur, Malaysia"
SERI SG LONG,CHERAS,Hulu Langat,3.039289,101.7822542,scheme,"Jalan Seri Sungai Long 1, Bandar Mahkota Cheras, Kajang Municipal Council, Hulu Langat, Selangor, 43000, Malaysia"
"SERI TANJUNG FLATS-USJ 16 S,JAYA",PEKAN SUBANG JAYA,Petaling,,,none,
SERI TIJANNI,RAWANG,Gombak,3.2270166,101.5514076,scheme,"Seri Tijanni, Kuang, Selayang Municipal Council, Gombak, Selangor, Malaysia"
SERI UTAMA DAMANSARA,PEKAN BARU SG BULUH,Petaling,3.1554677,101.5833501,scheme,"Pusat Dagangan Seri Utama, PJU 5, Kota Damansara, Petaling Jaya, Petaling, Selangor, Malaysia"
SERI WARISAN @ SELANGORKU,DENGKIL,Sepang,,,none,
SERIN RESIDENCY,DENGKIL,Sepang,,,none,
SERINGIN RESIDENCES,MUKIM PETALING,Kuala Lumpur,3.0772239,101.6867953,scheme,"Seringin Residences, Sri Petaling, Kuala Lumpur, 58200, Malaysia"
SEROJA HILLS CONDOMINIUM,BARU BARU SALAK TINGGI,Sepang,,,none,
"SERULING APARTMENT, BDR BUKIT RAJA",KAPAR,Klang,3.0921061,101.4528391,scheme,"Seruling Apartment, Jalan Astaka 1/KU 2, Bandar Bukit Raja, Klang City, Klang, Selangor, 41050, Malaysia"
"SERUNAI APARTMENT, BDR BUKIT RAJA",KAPAR,Klang,,,none,
SETAPAK GREEN CONDOMINIUM,MUKIM SETAPAK,Kuala Lumpur,,,none,
SETAPAK INDAH JAYA,MUKIM SETAPAK,Kuala Lumpur,,,none,
SETAPAK INDAH TOWNHOUSE,MUKIM SETAPAK,Kuala Lumpur,,,none,
SETAPAK INDAHJAYA,MUKIM SETAPAK,Kuala Lumpur,,,none,
SETAPAK JAYA,MUKIM SETAPAK,Kuala Lumpur,3.1928548,101.7253474,scheme,"Pangsapuri Setapak Jaya 1B, Semarak, Kuala Lumpur, Malaysia"
SETAPAK RIA,MUKIM SETAPAK,Kuala Lumpur,3.1941468,101.7138198,scheme,"Setapak Ria Condominium, Setapak, Kuala Lumpur, Malaysia"
SETAPAK RIVIERA (PPAM),MUKIM SETAPAK,Kuala Lumpur,,,none,
SETIA ALAMSARI,SEMENYIH,Hulu Langat,2.9264187,101.7990086,scheme,"Setia Alamsari, Bangi Lama, Kajang Municipal Council, Hulu Langat, Selangor, 43600, Malaysia"
SETIA ECO TEMPLER,PEKAN TEMPLER,Gombak,3.2919918,101.6407201,scheme,"Setia Eco Templer, Selayang Municipal Council, Gombak, Selangor, Malaysia"
SETIA ECOHILL,BERANANG,Hulu Langat,2.8893626,101.8534861,scheme,"Setia EcoHill 2 Adventure Park, Kampung Kuala Pajam, Kajang Municipal Council, Hulu Langat, Selangor, Malaysia"
SETIA ECOHILL,CHERAS,Hulu Langat,2.924372,101.8440572,scheme,"Setia EcoHill, Semenyih, Kajang Municipal Council, Hulu Langat, Selangor, 43700, Malaysia"
SETIA ECOHILL,SEMENYIH,Hulu Langat,2.924372,101.8440572,scheme,"Setia EcoHill, Semenyih, Kajang Municipal Council, Hulu Langat, Selangor, 43700, Malaysia"
SETIA ECOHILL 2,BERANANG,Hulu Langat,2.8893626,101.8534861,scheme,"Setia EcoHill 2 Adventure Park, Kampung Kuala Pajam, Kajang Municipal Council, Hulu Langat, Selangor, Malaysia"
SETIA MAYURI BROGA,SEMENYIH,Hulu Langat,2.9458084,101.8704151,scheme,"Setia Mayuri Sales Gallery, Jalan Broga, Taman Tasik Semenyih, Semenyih, Kajang Municipal Council, Hulu Langat, Selangor"
SETIA SAFIRO BANDAR CYBERJAYA,BANDAR CYBERJAYA,Sepang,,,none,
SETIA SATIRO BANDAR CYBERJAYA,BANDAR CYBERJAYA,Sepang,,,none,
SEVENTY DAMANSARA,MUKIM KUALA LUMPUR,Kuala Lumpur,3.1441908,101.6729748,scheme,"Seventy Damansara, Bangsar, Kuala Lumpur, Malaysia"
SEVENTY EIGHT LAD,KUALA LUMPUR TOWN CENTRE,Kuala Lumpur,,,none,
SG BULOH COUNTRY RESORT,IJOK,Kuala Selangor,3.1976178,101.4860454,scheme,"Sungai Buloh Country Resort, Bandar Saujana Utama, Kuala Selangor, Selangor, Malaysia"
SG KAPAR INDAH,KAPAR,Klang,3.1001924,101.3852919,scheme,"SK Sungai Kapar Indah, Jalan Sungai Kapar Indah 10, Kapar, Klang City, Klang, Selangor, 42200, Malaysia"
SG PENCHALA,MUKIM KUALA LUMPUR,Kuala Lumpur,3.13437,101.6308315,scheme,"Sungai Penchala, Taman Tun Dr Ismail, Kuala Lumpur, 60000, Malaysia"
SG. BULOH COUNTRY RESORT,IJOK,Kuala Selangor,3.1976178,101.4860454,scheme,"Sungai Buloh Country Resort, Bandar Saujana Utama, Kuala Selangor, Selangor, Malaysia"
SG. KAPAR INDAH,KAPAR,Klang,3.1001924,101.3852919,scheme,"SK Sungai Kapar Indah, Jalan Sungai Kapar Indah 10, Kapar, Klang City, Klang, Selangor, 42200, Malaysia"
SG. UDANG (P/L: 25481),KELANG,Klang,3.0366877,101.4120513,scheme,"Jalan Sungai Udang, Kampung Delek, Port Klang, Klang City, Klang, Selangor, 41250, Malaysia"
SG. WAY NEW VILLAGE,BANDAR PETALING JAYA,Petaling,3.0786511,101.5941998,road,"Jalan SS 12/1A, SS 12, Pusat Bandar Subang Jaya, Subang Jaya City Council, Petaling, Selangor, 47500, Malaysia"
SHAH ALAM UTAMA,BANDAR SHAH ALAM,Petaling,3.1449894,101.619146,scheme,"LRT 3, Jalan SS 21/42A, SS 21, Damansara Utama, Petaling Jaya, Petaling, Selangor, 60000, Malaysia"
SHAH ALAM UTAMA,BUKIT RAJA,Petaling,3.1449894,101.619146,scheme,"LRT 3, Jalan SS 21/42A, SS 21, Damansara Utama, Petaling Jaya, Petaling, Selangor, 60000, Malaysia"
SHAH ALAM UTAMA,PEKAN BARU SUBANG,Petaling,3.1449894,101.619146,scheme,"LRT 3, Jalan SS 21/42A, SS 21, Damansara Utama, Petaling Jaya, Petaling, Selangor, 60000, Malaysia"
SHAH ALAM UTAMA (CAHAYA ALAM),BANDAR SHAH ALAM,Petaling,3.1449894,101.619146,scheme,"LRT 3, Jalan SS 21/42A, SS 21, Damansara Utama, Petaling Jaya, Petaling, Selangor, 60000, Malaysia"
SHAH ALAM UTAMA (CAHAYA ALAM),BUKIT RAJA,Petaling,3.1449894,101.619146,scheme,"LRT 3, Jalan SS 21/42A, SS 21, Damansara Utama, Petaling Jaya, Petaling, Selangor, 60000, Malaysia"
SHAHZAN COURT,KUALA LUMPUR TOWN CENTRE,Kuala Lumpur,,,none,
SHAMELIN BISTARI CONDO,MUKIM KUALA LUMPUR,Kuala Lumpur,,,none,
SHANG VILLA SS7 P.JAYA,BANDAR PETALING JAYA,Petaling,,,none,
SHANGHAI GARDEN,MUKIM KUALA LUMPUR,Kuala Lumpur,3.1001285,101.6786382,road,"Lorong Anggor, Taman Desa, Kuala Lumpur, 58100, Malaysia"
SHNG VILLAS (BKT PANDAN BISTARI),BANDAR AMPANG,Hulu Langat,3.1021156,101.7586192,scheme,"Bukit Ketumbar (Shng Villas trailhead), Jalan Bukit Pandan Bistari 2, Shng Villas, Pandan Perdana, Ampang, Ampang Jaya M"
SIERRA DAMANSARA,PEKAN BARU SG BULUH,Petaling,3.1516106,101.5881641,scheme,"Sierra Damansara, PJU 5, Kota Damansara, Petaling Jaya, Petaling, Selangor, Malaysia"
SIERRA RESIDENCY-BDR KINRARA SEK.4 & 5,PEKAN KINRARA,Petaling,,,none,
SIERRA SELAYANG,BANDAR SELAYANG,Gombak,3.2652679,101.6477215,scheme,"One Sierra Selayang, Batu Caves, Selayang Municipal Council, Gombak, Selangor, Malaysia"
SIERRAMAS HEIGHTS,BANDAR SUNGAI BULOH,Gombak,3.2093073,101.5799103,scheme,"Sierramas Heights, Selayang Municipal Council, Gombak, Selangor, Malaysia"
SIERRAMAS RESORT HOMES,BANDAR SUNGAI BULOH,Gombak,,,none,
SIERRAMAS RESORT HOMES,BATU,Gombak,,,none,
SIERRAMAS RESORT HOMES,PEKAN SUNGAI BULOH,Gombak,,,none,
SIERRAMAS WEST,BANDAR SUNGAI BULOH,Gombak,3.2105365,101.5810312,scheme,"Sierramas West, Selayang Municipal Council, Gombak, Selangor, Malaysia"
SIEWDOR GARDEN,MUKIM KUALA LUMPUR,Kuala Lumpur,3.1040836,101.6813205,road,"Lorong Permatang Pasir, Taman Desa, Kuala Lumpur, 58100, Malaysia"
SILK RESIDENCE,BANDAR CHERAS,Hulu Langat,3.0296625,101.7578567,scheme,"Silk Residence, 1, Jalan Sutera, Taman Dutamas, Balakong, Cheras, Kajang Municipal Council, Hulu Langat, Selangor, 43200"
SIME UEP INDUSTRIAL PARK,DAMANSARA,Petaling,3.0444346,101.5505288,scheme,"Sime UEP, Jalan Subang Utama 2, Taman Perindustrian UEP, Subang Hi-Tech, Subang Jaya City Council, Petaling, Selangor, 4"
"SIMFONI PERDANA, LBS ALAM PERDANA",IJOK,Kuala Selangor,3.2502914,101.4649628,scheme,"Jalan Simfoni 2, Taman Alam Perdana, Bandar Puncak Alam, Kuala Selangor, Selangor, 42300, Malaysia"
SKY AWANI 2,MUKIM BATU,Kuala Lumpur,3.21001,101.6822389,scheme,"Sky Awani 2, Kampung Sri Batu, Kampung Padang Balang, Kuala Lumpur, 51100, Malaysia"
SKY AWANI 3,MUKIM SETAPAK,Kuala Lumpur,3.1921223,101.7229095,scheme,"Sky Awani 3 Residences, Jalan Santuari 2, Sky Sanctuary, Semarak, Kuala Lumpur, 53300, Malaysia"
SKY AWANI IV,MUKIM SETAPAK,Kuala Lumpur,3.2087525,101.6905582,scheme,"Sky Awani 1 Residence, 27, Kampung Sri Batu, Kampung Padang Balang, Kuala Lumpur, Malaysia"
SKY AWANI V,MUKIM SETAPAK,Kuala Lumpur,3.2087525,101.6905582,scheme,"Sky Awani 1 Residence, 27, Kampung Sri Batu, Kampung Padang Balang, Kuala Lumpur, Malaysia"
SKYAWANI RESIDENCE,MUKIM BATU,Kuala Lumpur,3.1931714,101.7218185,scheme,"SkyAwani 4 Residence, Setapak, Kuala Lumpur, Malaysia"
SKYLINE GARDEN,MUKIM PETALING,Kuala Lumpur,3.1593995,101.7220619,scheme,"Skyline Embassy, Kampung Datuk Keramat, Kuala Lumpur, Malaysia"
SKYMERIDIEN RESIDENCE,MUKIM SETAPAK,Kuala Lumpur,,,none,
SKYVILLA @ D'ISLAND RESIDENCE,DENGKIL,Sepang,,,none,
SKYZ RESIDENCE-KONDO- BDR PUCHONG JAYA,PEKAN KINRARA,Petaling,,,none,
SOFIYA RESIDENSI,MUKIM BATU,Kuala Lumpur,3.182764,101.624464,scheme,"Sofiya Residensi, Desa ParkCity, Kepong, Kuala Lumpur, Malaysia"
SOMMERSET  CLOSE SURIA PERMAISURI,MUKIM KUALA LUMPUR,Kuala Lumpur,,,none,
SOMMERSET CLOSE SURIA PERMAISURI,MUKIM KUALA LUMPUR,Kuala Lumpur,,,none,
SPRING VILLA -SS12 SUBANG JAYA,BDR SUNWAY,Petaling,,,none,
SPRING VILLA@BANDAR MAHKOTA CHERAS,CHERAS,Hulu Langat,3.0634958,101.782325,scheme,"Spring Villa, Cheras, Kajang Municipal Council, Hulu Langat, Selangor, Malaysia"
SPRINGVILLE CONDOMINIUM- TMN EQUINE,PETALING,Petaling,,,none,
SRI ALAM KONDOMIUM-SEK.13 SHAH ALAM,BANDAR SHAH ALAM,Petaling,,,none,
SRI ARA - PJU 6 SG KAYU ARA,DAMANSARA,Petaling,3.1363136,101.6094021,scheme,"Jalan Sri Mawar 1, Kampung Sungai Kayu Ara, PJU 6, Bandar Utama, Petaling Jaya, Petaling, Selangor, 47410, Malaysia"
SRI ARA - PJU 6 SG KAYU ARA,PEKAN KAYU ARA,Petaling,3.1363136,101.6094021,scheme,"Jalan Sri Mawar 1, Kampung Sungai Kayu Ara, PJU 6, Bandar Utama, Petaling Jaya, Petaling, Selangor, 47410, Malaysia"
SRI ASTANA,BANDAR SELAYANG,Gombak,3.2431487,101.6755656,scheme,"Sri Astana, Kampung Laksamana, Batu Caves, Selayang Municipal Council, Gombak, Selangor, Malaysia"
SRI AYU CONDO,MUKIM SETAPAK,Kuala Lumpur,,,none,
SRI AYU CONDOMINIUM,MUKIM SETAPAK,Kuala Lumpur,,,none,
SRI BANGSAR APT,KUALA LUMPUR TOWN CENTRE,Kuala Lumpur,3.1299253,101.6782861,scheme,"Sri Bangsar Apartment, Lengkok Abdulah, Bukit Bangsar, Bangsar, Kuala Lumpur, 59000, Malaysia"
SRI BAYU,MUKIM KUALA LUMPUR,Kuala Lumpur,3.185262,101.6415853,scheme,"Bayu Sri Bintang, Kepong, Kuala Lumpur, Malaysia"
SRI BAYU CONDO-USJ 11 S.JAYA,PEKAN SUBANG JAYA,Petaling,,,none,
SRI BEGONIA APARTMENT-BDR PUTERI PUCHONG,PETALING,Petaling,3.0251191,101.6249078,scheme,"Sri Begonia Apartment, Bandar Puteri Puchong, Puchong, Subang Jaya City Council, Petaling, Selangor, Malaysia"
SRI BUKIT PERSEKUTUAN,KUALA LUMPUR TOWN CENTRE,Kuala Lumpur,3.1364565,101.6835161,scheme,"Sri Bukit Persekutuan, Bangsar, Kuala Lumpur, Malaysia"
SRI BUKIT TUNKU,KUALA LUMPUR TOWN CENTRE,Kuala Lumpur,3.1653335,101.6903078,scheme,"Sri Bukit Tunku, Chow Kit, Sentul, Kuala Lumpur, Malaysia"
SRI CASSIA - BANDAR PUTERI,PETALING,Petaling,3.0200619,101.6264905,scheme,"Sri Cassia Apartment, Bandar Puteri Puchong, Puchong, Subang Jaya City Council, Petaling, Selangor, Malaysia"
SRI D'SARA COURT-BDR SRI D'SARA,BDR SRI DAMANSARA,Petaling,,,none,
SRI DAGANG 4/5,TANJUNG 12,Kuala Langat,2.8287792,101.6164445,scheme,"Taman Sri Dagang, Bukit Changgang, Banting, Kuala Langat, Selangor, Malaysia"
SRI DESA,MUKIM PETALING,Kuala Lumpur,3.1579157,101.6474206,scheme,"Sri Hartamas, Kuala Lumpur, Malaysia"
SRI DUTA I & II,MUKIM KUALA LUMPUR,Kuala Lumpur,,,none,
SRI DUTA I DAN II,MUKIM KUALA LUMPUR,Kuala Lumpur,,,none,
SRI EHSAN APARTMENT,BANDAR KEPONG,Gombak,3.212179,101.6241543,scheme,"Sri Ehsan Apartment, Selayang Municipal Council, Gombak, Selangor, Malaysia"
SRI EHSAN SHOP APARTMENT,BANDAR KEPONG,Gombak,,,none,
SRI EMAS CONDOMINIUM,KUALA LUMPUR TOWN CENTRE,Kuala Lumpur,3.1421232,101.704111,scheme,"Sri Emas Condominium, 77, Bukit Bintang, Kuala Lumpur, 50150, Malaysia"
"SRI EMBUN , SUTERA DAMANSARA",PEKAN BARU SG BULUH,Petaling,,,none,
SRI GOHTONG,BANDAR SELAYANG,Gombak,,,none,
SRI HARMONIS,SETAPAK,Gombak,3.2282089,101.7142795,scheme,"Pangsapuri Sri Harmonis, Jalan Taman Harmonis, Taman Perwira Indah, Gombak, Selayang Municipal Council, Gombak, Selangor"
SRI IMPIAN CONDOMINIUM,KUALA LUMPUR TOWN CENTRE,Kuala Lumpur,3.1289114,101.6814092,scheme,"Sri Impian Condominium, Brickfields, Kuala Lumpur, Malaysia"
SRI INTAN APARTMENT,MUKIM BATU,Kuala Lumpur,,,none,
SRI INTAN APT,MUKIM BATU,Kuala Lumpur,,,none,
SRI JELATEK,MUKIM SETAPAK,Kuala Lumpur,3.1894493,101.7394844,scheme,"Sri Jelatek Condominiums, Setiawangsa, Hulu Kelang, Kuala Lumpur, Malaysia"
SRI JINJANG COURT,MUKIM BATU,Kuala Lumpur,,,none,
SRI KASTURINA,MUKIM KUALA LUMPUR,Kuala Lumpur,3.1392005,101.6635031,scheme,"Sri Kasturina, Bangsar, Kuala Lumpur, Malaysia"
SRI KEMUNCAK KONDOMINIUM -SEK.9 S.ALAM,BANDAR SHAH ALAM,Petaling,,,none,
SRI KENANGA APARTMENT-BDR PCHG JAYA,PEKAN PUCHONG JAYA,Petaling,,,none,
SRI KENANGAN,MUKIM ULU KELANG,Kuala Lumpur,,,none,
SRI KENNY CONDO,KUALA LUMPUR TOWN CENTRE,Kuala Lumpur,,,none,
SRI KERJAYA APARTMENT-U1 GLENMARIE,BDR GLENMARIE,Petaling,,,none,
SRI KIA  PENG,KUALA LUMPUR TOWN CENTRE,Kuala Lumpur,3.1513865,101.7145678,scheme,"Sri Kia Peng Conominium, Bukit Bintang, Kuala Lumpur, Malaysia"
SRI KIAMBANG - SERI KEMBANGAN,PEKAN SERDANG,Petaling,,,none,
SRI KINABALU,MUKIM SETAPAK,Kuala Lumpur,3.1869638,101.7376032,scheme,"Sri Kinabalu Condominiums, Setiawangsa, Hulu Kelang, Kuala Lumpur, Malaysia"
SRI LANGIT CONDO,KUALA LUMPUR TOWN CENTRE,Kuala Lumpur,,,none,
SRI LANGKAWI,MUKIM SETAPAK,Kuala Lumpur,3.2047287,101.7152387,scheme,"Sri Thirumurugan Temple, Lot 21565, Jalan Langkawi, Setapak, Kampung Padang Balang, Kuala Lumpur, 53300, Malaysia"
SRI LEDANG,MUKIM SETAPAK,Kuala Lumpur,3.1885538,101.7371884,scheme,"Sri Ledang Condominiums, Setiawangsa, Hulu Kelang, Kuala Lumpur, Malaysia"
SRI LOJING,MUKIM SETAPAK,Kuala Lumpur,3.1872727,101.7386662,scheme,"Sri Lojing Condominiums, Setiawangsa, Hulu Kelang, Kuala Lumpur, Malaysia"
SRI MAHKOTA CONDO,KUALA LUMPUR TOWN CENTRE,Kuala Lumpur,,,none,
SRI MAHLIGAI KONDOMINIUM SEK.9 SHAH ALAM,BANDAR SHAH ALAM,Petaling,,,none,
SRI MEWAH TOWNHOUSE,MUKIM SETAPAK,Kuala Lumpur,,,none,
SRI MURNI - BDR PINGGIRAN SUBANG,SUNGAI BULUH,Petaling,,,none,
SRI MURNI CONDO,KUALA LUMPUR TOWN CENTRE,Kuala Lumpur,,,none,
SRI MUTIARA - PUTRA HEIGHT,DAMANSARA,Petaling,,,none,
SRI MUTIARA CONDO,KUALA LUMPUR TOWN CENTRE,Kuala Lumpur,,,none,
SRI PELANGI CONDO,MUKIM SETAPAK,Kuala Lumpur,,,none,
SRI PENAGA,MUKIM KUALA LUMPUR,Kuala Lumpur,3.1417495,101.6650552,scheme,"Sri Penaga, Bangsar, Kuala Lumpur, Malaysia"
SRI PENARA,MUKIM KUALA LUMPUR,Kuala Lumpur,3.0979262,101.709054,scheme,"Pangsapuri Sri Penara, Bandar Sri Permaisuri, Cheras, Kuala Lumpur, Malaysia"
SRI PERMATA KONDO-SEK.9 SHAH ALAM,BANDAR SHAH ALAM,Petaling,,,none,
SRI PUTRAMAS,MUKIM BATU,Kuala Lumpur,3.180374,101.6725772,scheme,"Sri Putramas 1, Segambut, Kuala Lumpur, Malaysia"
SRI PUTRAMAS II,MUKIM BATU,Kuala Lumpur,3.180374,101.6725772,scheme,"Sri Putramas 1, Segambut, Kuala Lumpur, Malaysia"
SRI PUTRAMAS III (ROYAL REGENT),MUKIM BATU,Kuala Lumpur,,,none,
SRI RAKYAT APARTMENT,MUKIM PETALING,Kuala Lumpur,3.0554028,101.6685438,scheme,"Sri Rakyat Apartment, Bukit Jalil, Kuala Lumpur, Malaysia"
SRI RAKYAT APT,MUKIM PETALING,Kuala Lumpur,3.0554028,101.6685438,scheme,"Sri Rakyat Apartment, Bukit Jalil, Kuala Lumpur, Malaysia"
SRI SE-EKAR CONDO,KUALA LUMPUR TOWN CENTRE,Kuala Lumpur,,,none,
SRI SHAMELIN,MUKIM KUALA LUMPUR,Kuala Lumpur,,,none,
SRI SUAJAYA KONDO,MUKIM SETAPAK,Kuala Lumpur,,,none,
SRI SUNWAY APARTMENT-TMN KINRARA,PEKAN PUCHONG JAYA,Petaling,3.0649699,101.6398779,scheme,"Apartment Sri Sunway, Jalan TK 4/5, Taman Kinrara Seksyen 4, Bukit Tandang, Puchong, Subang Jaya City Council, Petaling,"
SRI TIRAM JAYA (P/L 19936 (234)),TANJUNG KARANG,Kuala Selangor,3.4445153,101.2366088,scheme,"Futsal Court Sri Tiram, Kampung Seri Tiram Jaya, Kuala Selangor, Selangor, 45500, Malaysia"
SRI TTDI,MUKIM KUALA LUMPUR,Kuala Lumpur,3.1550061,101.624751,scheme,"Sri TTDI Condominiums, Taman Tun Dr Ismail, Kuala Lumpur, 60000, Malaysia"
SRI TUNKU CONDOMINIUM,MUKIM BATU,Kuala Lumpur,,,none,
SRI UTAMA DAMANSARA,PEKAN BARU SG BULUH,Petaling,,,none,
SRI WANGSARIA,MUKIM BATU,Kuala Lumpur,3.1347615,101.664967,scheme,"Sri Wangsaria, Bangsar, Kuala Lumpur, Malaysia"
SRI WANGSARIA,MUKIM KUALA LUMPUR,Kuala Lumpur,3.1347615,101.664967,scheme,"Sri Wangsaria, Bangsar, Kuala Lumpur, Malaysia"
SS 1 PETALING JAYA,BANDAR PETALING JAYA,Petaling,3.1351935,101.6250707,scheme,"1, Jalan SS 20/13, Damansara Kim, SS 20, Bandar Utama, Petaling Jaya, Petaling, Selangor, 47308, Malaysia"
SS 1 PETALING JAYA,DAMANSARA,Petaling,3.1410461,101.6241577,scheme,"1, Jalan SS 20/10, SS 20, Damansara Utama, Petaling Jaya, Petaling, Selangor, 60000, Malaysia"
SS 12 SUBANG JAYA,BANDAR SUBANG JAYA,Petaling,3.0767017,101.5916019,scheme,"12, Jalan SS 15/6, Pangsapuri Subang Jaya, SS 15, Pusat Bandar Subang Jaya, Subang Jaya City Council, Petaling, Selangor"
SS 12 SUBANG JAYA,BDR SUNWAY,Petaling,3.0804891,101.6048208,scheme,"Subang Ville Aman Luxury Condominiums, SS 10, Sunway City, Petaling Jaya, Petaling, Selangor, 46150, Malaysia"
SS 13 SUBANG JAYA,BANDAR SUBANG JAYA,Petaling,3.0756866,101.5868959,scheme,"13, Jalan SS 15/4B, SS 15, Pusat Bandar Subang Jaya, Subang Jaya City Council, Petaling, Selangor, 47500, Malaysia"
SS 13 SUBANG JAYA,DAMANSARA,Petaling,3.1132668,101.5868224,scheme,"Subang Depot, 1, PJU 1A, Ara Damansara, Petaling Jaya, Petaling, Selangor, Malaysia"
SS 14 SUBANG JAYA,BANDAR SUBANG JAYA,Petaling,3.0760431,101.5869473,scheme,"14, Jalan SS 15/4B, SS 15, Pusat Bandar Subang Jaya, Subang Jaya City Council, Petaling, Selangor, 47500, Malaysia"
SS 14 SUBANG JAYA,PEKAN SUBANG,Petaling,3.076737,101.5869518,scheme,"14, Jalan SS 15/4C, SS 15, Pusat Bandar Subang Jaya, Subang Jaya City Council, Petaling, Selangor, 47500, Malaysia"
SS 15 SUBANG JAYA,BANDAR SUBANG JAYA,Petaling,3.0756862,101.5869567,scheme,"15, Jalan SS 15/4B, SS 15, Pusat Bandar Subang Jaya, Subang Jaya City Council, Petaling, Selangor, 47500, Malaysia"
SS 15 SUBANG JAYA,DAMANSARA,Petaling,3.1132668,101.5868224,scheme,"Subang Depot, 1, PJU 1A, Ara Damansara, Petaling Jaya, Petaling, Selangor, Malaysia"
SS 16 SUBANG JAYA,BANDAR SUBANG JAYA,Petaling,3.076737,101.5870123,scheme,"16, Jalan SS 15/4C, SS 15, Pusat Bandar Subang Jaya, Subang Jaya City Council, Petaling, Selangor, 47500, Malaysia"
SS 17 SUBANG JAYA,BANDAR SUBANG JAYA,Petaling,3.0754063,101.5890574,scheme,"17, Jalan SS 15/4, SS 15, Pusat Bandar Subang Jaya, Subang Jaya City Council, Petaling, Selangor, 47500, Malaysia"
SS 18 SUBANG JAYA,BANDAR SUBANG JAYA,Petaling,3.0767371,101.5870727,scheme,"18, Jalan SS 15/4C, SS 15, Pusat Bandar Subang Jaya, Subang Jaya City Council, Petaling, Selangor, 47500, Malaysia"
SS 18 SUBANG JAYA,DAMANSARA,Petaling,3.1132668,101.5868224,scheme,"Subang Depot, 1, PJU 1A, Ara Damansara, Petaling Jaya, Petaling, Selangor, Malaysia"
SS 19 SUBANG JAYA,BANDAR SUBANG JAYA,Petaling,3.0754496,101.5890998,scheme,"19, Jalan SS 15/4, SS 15, Pusat Bandar Subang Jaya, Subang Jaya City Council, Petaling, Selangor, 47500, Malaysia"
SS 19 SUBANG JAYA,DAMANSARA,Petaling,3.1132668,101.5868224,scheme,"Subang Depot, 1, PJU 1A, Ara Damansara, Petaling Jaya, Petaling, Selangor, Malaysia"
SS 1KAMPUNG TUNKU - JLN 1/5,BANDAR PETALING JAYA,Petaling,,,none,
SS 2 PETALING JAYA,BANDAR PETALING JAYA,Petaling,3.1349702,101.6250707,scheme,"2, Jalan SS 20/11, Damansara Kim, SS 20, Bandar Utama, Petaling Jaya, Petaling, Selangor, 47308, Malaysia"
SS 2 PETALING JAYA,SUNGAI BULUH,Petaling,3.1178913,101.6245148,scheme,"Orvibo Smart Home Malaysia, 199, Jalan SS 2/24, SS 2, Petaling Jaya, Petaling, Selangor, 47300, Malaysia"
SS 20 DAMANSARA UTAMA,BANDAR PETALING JAYA,Petaling,3.136394,101.6289669,scheme,"The Bible Society of Malaysia, 2, Jalan SS 20/10, Damansara Kim, SS 20, Bandar Utama, Petaling Jaya, Petaling, Selangor,"
SS 20 DAMANSARA UTAMA,PEKAN SG PENCHALA,Petaling,3.1376459,101.626345,scheme,"20, Jalan SS 20/21, SS 20, Damansara Utama, Petaling Jaya, Petaling, Selangor, 47400, Malaysia"
SS 21 DAMANSARA UTAMA,BANDAR PETALING JAYA,Petaling,3.135185,101.6257499,scheme,"21, Jalan SS 20/13, Damansara Kim, SS 20, Bandar Utama, Petaling Jaya, Petaling, Selangor, 47308, Malaysia"
SS 21 DAMANSARA UTAMA,SUNGAI BULUH,Petaling,3.142492,101.6214662,scheme,"21, Jalan SS 21/46, SS 21, Damansara Utama, Petaling Jaya, Petaling, Selangor, 60000, Malaysia"
"SS 22 & SS22A,  DAMANSARA JAYA",BANDAR PETALING JAYA,Petaling,3.0791098,101.5964789,road,"Jalan SS 12/1, Taman Wangsa Baiduri, SS 12, Pusat Bandar Subang Jaya, Subang Jaya City Council, Petaling, Selangor, 4750"
"SS 22 & SS22A,  DAMANSARA JAYA",SUNGAI BULUH,Petaling,,,none,
SS 23 TMN SEA,BANDAR PETALING JAYA,Petaling,3.1170275,101.6130779,scheme,"Taman SEA, SS 23, Petaling Jaya, Petaling, Selangor, Malaysia"
SS 24 TMN MEGAH,BANDAR PETALING JAYA,Petaling,3.1146569,101.6088462,scheme,"24, Jalan SS 24/10, Taman Megah, SS 24, Petaling Jaya, Petaling, Selangor, 47301, Malaysia"
SS 24 TMN MEGAH MAS,BANDAR PETALING JAYA,Petaling,3.1267799,101.596078,road,"Jalan Bukit Mayang Emas, PJU 1, Ara Damansara, Petaling Jaya, Petaling, Selangor, 47410, Malaysia"
SS 24 TMN MEGAH MAS,DAMANSARA,Petaling,,,none,
SS 25 MUTIARA ORIENTAL KONDOMINIUM,PEKAN CHEMPAKA,Petaling,,,none,
SS 25 TMN BUKIT EMAS,BANDAR PETALING JAYA,Petaling,3.1132794,101.6064969,scheme,"25, Jalan SS 25/2, Taman Bukit Emas, SS 25, Petaling Jaya, Petaling, Selangor, 47301, Malaysia"
SS 25 TMN DESA SURIA,BANDAR PETALING JAYA,Petaling,3.114359,101.5988493,scheme,"25, Jalan SS 25/23, Taman Desa Suria, Taman Mayang, SS 25, Petaling Jaya, Petaling, Selangor, 47301, Malaysia"
